id_auditoria,decision,motivo,accion_v159,estado_aplicacion
EVT-ORD-0672,CORREGIR-PARCIAL,"[HECHO_PROPIO] Segunda reunión de auditoría UGAs, primavera 2013. Mismo bloque que EVT-ORD-0671. Manuel Rey reconoce ante Loroño que no se le había notificado el procedimiento. Felisa Chinchetru identificada como responsable de la omisión.",Fusionar con EVT-ORD-0671 o mantener como evento separado indicando que es continuación. Redactar sin citas literales no verificadas.,Auditado NbLM reverif — fuente Lote_005
EVT-ORD-0712,CONFIRMAR,"[HECHO_PROPIO] El Vicerrector Efrén Areskurrinaga reconoce el 16/12/2025 ante la Delegada de Protección de Datos haber accedido y utilizado el informe psiquiátrico IMQ de 2018 (de un expediente anterior EAC-1) para fundamentar su resolución de 2025, alegando que su cargo le facultaba. Esto contradice STC 202/1999 y art. 22 LPRL (acceso limitado a personal médico).",Mantener como hecho probado. Es un elemento clave: el propio Areskurrinaga admite el acceso al historial médico. Vincular a la vulneración de protección de datos y al uso ilícito del informe IMQ.,Auditado NbLM reverif — fuente Lote_039 + Lote_032
EVT-ORD-0524,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 45_ocred.txt encontrado en Lote_010 (trata alteración encargo docente y Secretario General/actas) pero sin el texto específico sobre GAUR/Clemente/Basterretxea. Ese texto aparece en 50_ocred.txt según el cuaderno.,Cambiar fuente a 50_ocred.txt para el contenido de GAUR/Clemente/Basterretxea.,PENDIENTE — cuaderno A lote2
EVT-ORD-0528,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 51_ocred.txt no disponible en Lote_007 (solo constan 28, 58 y 33 en ese lote).",Localizar 51_ocred.txt en otro lote.,PENDIENTE — cuaderno A lote2
EVT-ORD-0529,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 51_ocred.txt no disponible en Lote_007.,Localizar 51_ocred.txt en otro lote.,PENDIENTE — cuaderno A lote2
EVT-ORD-0532,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 54_ocred.txt no disponible en los extractos de Lote_010.,Localizar 54_ocred.txt en otro lote.,PENDIENTE — cuaderno A lote2
EVT-ORD-0533,CORREGIR,"[HECHO_PROPIO] CORREGIR. Archivo 56_ocred.txt está en Lote_011, no Lote_010. Cita literal verificada: ""Por lo tanto, antes de tener una reunión, es necesario, me envíes la documentación por escrito de las conclusiones de las actuaciones solicitadas así como de las denuncias, propuestas, temas pendientes y demás puntos citados.""","Corregir lote: Lote_011, no Lote_010. Fuente: 56_ocred.txt. Cita literal verificada.",CORREGIR lote — cuaderno A lote2
EVT-ORD-0534,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 56_ocred.txt en Lote_011 menciona reincorporación sin apto médico y licencias pendientes pero la palabra ""vergonzosas"" no aparece literalmente. Lote correcto es Lote_011 no Lote_010.","Corregir lote a Lote_011. Cambiar ""vergonzosas"" por paráfrasis o localizar cita exacta.",PENDIENTE — cuaderno A lote2
EVT-ORD-0535,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 56_ocred.txt (Lote_011) cubre solo mediados de noviembre 2020, no llega al 03/12/2020.",Buscar el correo del 03/12/2020 en otro archivo del Lote_011.,PENDIENTE — cuaderno A lote2
EVT-ORD-0536,CORREGIR,"[HECHO_PROPIO] CORREGIR. El archivo 62_ocred.txt no figura en los extractos. La información está en 64_ocred.txt (Lote_011). Nombre completo verificado: Dr. José Ramón González Borrego, Médico de Trabajo del SP (Área de Salud).","Corregir fuente: 64_ocred.txt, Lote_011. Añadir nombre completo: José Ramón González Borrego, Médico de Trabajo SP.",CORREGIR fuente — cuaderno A lote2
EVT-ORD-0537,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 72_ocred.txt no localizado en los extractos disponibles.,Localizar 72_ocred.txt en otro lote.,PENDIENTE — cuaderno A lote2
EVT-ORD-0540,CORREGIR,"[HECHO_PROPIO] CORREGIR x2. (1) Archivo correcto: 83_ocred.txt, no 82_ocred.txt. (2) Hora correcta: 10:02, no 10:01. Cita literal verificada: ""Vengo del hospital y me dicen que no saben que pueden hacer en mi caso, porque es puramente de alto riesgo psicosocial y que es la empresa la obligada a poner solución con urgencia.""",Corregir fuente: 83_ocred.txt (no 82). Corregir hora: 10:02. Cita literal verificada.,CORREGIR fuente y hora — cuaderno A lote2
EVT-ORD-0541,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. 84_ocred.txt, Lote_013, 11/06/2021 13:37. Cita literal: ""Le agradezco que me haya escrito pero le solicito que me conteste a todas las cuestiones, no solo a algunas... No se trata de adelantar o postergar nada, se trata de que necesito una solución YA.""","Incorporar con cita literal verificada. Fuente: 84_ocred.txt, Lote_013.",CONFIRMADO — cuaderno A lote2
EVT-ORD-0542,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. 85_ocred.txt, Lote_013, 16/06/2021 11:50. Cita literal: ""También sigo sin recibir las actas y documentación solicitada y el asunto del txistu igual que siempre ¿Qué va a hacer para solucionar esto?""","Incorporar con cita literal verificada. Fuente: 85_ocred.txt, Lote_013.",CONFIRMADO — cuaderno A lote2
EVT-ORD-0543,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 86_ocred.txt existe en Lote_013 pero el extracto no muestra la fecha 07/06/2021 ni el texto literal sobre asignación a Aulas de la Experiencia como vaciamiento funcional.,Verificar si el extracto es incompleto o si el contenido está en otro archivo.,PENDIENTE — cuaderno A lote2
EVT-ORD-0525,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0526,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0527,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0530,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0531,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0538,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0539,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote2 cuaderno A.,Incluir en siguiente lote de preguntas.,PENDIENTE — no respondido lote2
EVT-ORD-0544,CORREGIR,"[HECHO_PROPIO] CORREGIR. Fuente correcta: 170_ocred.txt, Lote_015 (no 88_ocred.txt). Cita literal verificada: ""Al copiar el texto al correo he detectado dos errores que quiero subsanar. a) El texto del artículo 135 de los estatutos de la UPV/EHU no se ha copiado en el correo [...] b) El departamento donde se están haciendo las evaluaciones de riesgos psicosociales (las que se me niega con justificaciones absurdas) es: departamento de ESPECIALIDADES MEDICO QUIRURGICAS.""","Corregir fuente: 170_ocred.txt, Lote_015. Cita literal verificada. Fecha y hora correctas (03/07/2021 08:17).",CORREGIR fuente — cuaderno A lote3
EVT-ORD-0553,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 119_ADJUNTO_unlocked_ocred.txt (Lote_016) localizado: menciona evaluación ISTAS21 pero sin el porcentaje específico del 16,4% de participación en la primera pasación.","Localizar el % 16,4 en otro extracto del mismo documento.",PENDIENTE — cuaderno A lote3
EVT-ORD-0554,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 119_ADJUNTO_unlocked_ocred.txt (Lote_016) localizado pero sin el porcentaje del 11,3% de participación en la segunda pasación.","Localizar el % 11,3 en otro extracto del mismo documento.",PENDIENTE — cuaderno A lote3
EVT-ORD-0555,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. 119_ADJUNTO_unlocked_ocred.json, Lote_016, 30/06/2022. Cita literal: ""tratados por parte de SGS de manera confidencial, y contrastados en los Círculos de Prevención (Ver Informe del Anexo IV y Anexo VII)"".","Incorporar. Fuente: 119_ADJUNTO_unlocked_ocred.json, Lote_016.",CONFIRMADO — cuaderno A lote3
EVT-ORD-0556,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 120_ocred.txt/.json no disponible en los 40 lotes analizados.,Localizar 120_ocred en cuaderno B (640 docs).,PENDIENTE — cuaderno A lote3
EVT-ORD-0560,CORREGIR,"[HECHO_PROPIO] CORREGIR. Fuente correcta: 135_ocred.txt (Lote_013/014), no 136_ocred.txt. Cita literal verificada (lista de deficiencias de seguridad): ""15- Protección acústica mientras los motores están en servicio. 16- Tornos y demás material fuera de servicio... 17- ¿Grúas? 18- Sistema contraincendios con instalaciones de gas y combustibles líquidos en el mismo recinto. 19- Calderas tirando los humos al local. 20- Iluminación 21- Condiciones en los barcos. 23- Adecuación de mi puesto de trabajo solicitado... 24- Salubridad de las estancias del simulador.""","Corregir fuente: 135_ocred.txt, Lote_013/014. Cita literal verificada con lista de 24 deficiencias de seguridad.",CORREGIR fuente — cuaderno A lote3
EVT-ORD-0561,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. 151_ocred.txt (Lote_010) es un sello de registro de salida (Nº 201000001151), no contiene el texto sobre irregularidades descrito. El archivo fuente real está por localizar.",Localizar el documento correcto para el contenido de irregularidades de mayo 2022.,PENDIENTE — cuaderno A lote3
EVT-ORD-0562,CORREGIR,"[HECHO_PROPIO] CORREGIR. Fuente correcta: 157_ocred.txt (Lote_022/028), no 155_ocred.txt. Cita literal verificada: ""El acceso a mi expediente de una supuesta empresa de mediación matrimonial y vecinal 'Giza Gune' que se financia presuntamente con dinero público sin control del comité de seguridad.""","Corregir fuente: 157_ocred.txt, Lote_022/028. Cita literal verificada.",CORREGIR fuente — cuaderno A lote3
EVT-ORD-0545,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0546,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0547,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0548,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0549,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0550,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0552,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0557,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0558,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0559,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0563,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0564,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote3.,Incluir en siguiente lote.,PENDIENTE — no respondido lote3
EVT-ORD-0576,CORREGIR,"[HECHO_PROPIO] CORREGIR. Archivo real: 177_ocred.txt (no .json). El Rector menciona ""orden del anterior equipo de que se bloquease"" — confirmado. Pero el texto sobre personal eventual firmando la orgánica aparece en escritos de reclamación de 2025, no en esta transcripción. La fecha del documento (entrevista 28/02/2025) es correcta; el año 2023 que figura en la lista es incorrecto.","Corregir fuente: 177_ocred.txt (no .json). Separar: (1) cita del Rector sobre ""bloqueo del anterior equipo"" (en la transcripción); (2) detalle del personal eventual (en escritos posteriores de 2025).",CORREGIR fuente y contenido — cuaderno A lote4
EVT-ORD-0577,CORREGIR,"[HECHO_PROPIO] CORREGIR. Archivo real: 177_ocred.txt (no .json). Loroño afirma en la entrevista que ""deliberadamente no ha pagado anteriormente"" y se discute el impago de facturas — confirmado. Pero la cifra específica de 12.000€ y el detalle técnico de ""inventariables con fungibles"" no constan literalmente en esta transcripción. Esos detalles figuran en correos de 2024 dirigidos a Lourdes Cilleruelo.","Corregir fuente: 177_ocred.txt. La cifra de 12.000€ debe citarse desde los correos a Lourdes Cilleruelo (2024), no desde la transcripción del Rector.",CORREGIR fuente y cifra — cuaderno A lote4
EVT-ORD-0565,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 165_ocred.txt no existe en los lotes. El acta del CSSI del 28/01/2021 consta en 151_ocred.txt (Lote_012) o 145_ocred.txt (Lote_013). Fuente incorrecta en el grafo.,Corregir fuente: verificar en 151_ocred.txt o 145_ocred.txt.,"PENDIENTE — 165_ocred.txt no existe, cuaderno A lote5"
EVT-ORD-0566,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 165_ocred.txt no existe en los lotes. El acta del CSSI del 28/01/2021 consta en 151_ocred.txt (Lote_012) o 145_ocred.txt (Lote_013). Fuente incorrecta en el grafo.,Corregir fuente: verificar en 151_ocred.txt o 145_ocred.txt.,"PENDIENTE — 165_ocred.txt no existe, cuaderno A lote5"
EVT-ORD-0573,EXCLUIR,"[CASO_AJENO] EXCLUIR. 173_ocred.txt (Lote_021) es la Sentencia 1121/2024 de la Sala de lo Social del TSJ Asturias sobre conflicto laboral ajeno (""Monserrat"" y ""Leonidas""). Es el mismo documento ya excluido del grafo en la purga v150 como contaminación cruzada. No es un hecho de Loroño. Solo uso como jurisprudencia comparativa en apartado separado.",EXCLUIR de cronología personal. Reubicar como jurisprudencia comparativa TSJ Asturias si procede.,EXCLUIR CASO_AJENO — cuaderno A lote5
EVT-ORD-0574,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 174_ocred.txt no localizado en los lotes.,Localizar 174_ocred.txt en cuaderno B.,PENDIENTE — cuaderno A lote5
EVT-ORD-0575,CORREGIR,"[HECHO_PROPIO] CORREGIR. Archivo real: 176_ocred.txt (Lote_022), no 176_ocred.json. El Rector reconoce el impago (""prepararé una carta al gerente... cómo no se han pagado"") pero la afirmación específica de Loroño de haber ""adelantado dinero de su bolsillo"" en 2024 no consta en esta entrevista. Esa reclamación aparece en escritos de 2021 y 2023 (93_ocred.txt y 137_ocred.txt).","Fuente: 176_ocred.txt, Lote_022. Separar: (1) reconocimiento del Rector del impago (en entrevista); (2) reclamación de adelanto propio (en 93_ocred.txt y 137_ocred.txt, 2021/2023).",CORREGIR — cuaderno A lote6
EVT-ORD-0583,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0584,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0585,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. 214_ocred.txt, 15/10/2024. Cita literal: ""En todo caso, sabe usted que sus peticiones puede realizarlas directamente ante el órgano competente, ya que el Aldezle es un órgano mediador que no resuelve ni tiene capacidad ejecutiva.""",Incorporar con cita literal. Fuente: 214_ocred.txt.,CONFIRMADO — cuaderno A lote6
EVT-ORD-0567,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 165_ocred.txt no existe. CSSI 28/01/2021 consta en 145_ocred.txt. Fuente incorrecta en el grafo.,Cambiar fuente a 145_ocred.txt y reverificar.,"PENDIENTE — 165_ocred.txt inexistente, cuaderno A lote6"
EVT-ORD-0568,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 165_ocred.txt no existe. CSSI 28/01/2021 consta en 145_ocred.txt. Fuente incorrecta en el grafo.,Cambiar fuente a 145_ocred.txt y reverificar.,"PENDIENTE — 165_ocred.txt inexistente, cuaderno A lote6"
EVT-ORD-0569,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0570,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0571,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0578,CORREGIR,"[HECHO_PROPIO] CORREGIR. Fuente correcta: 244-Acta_16_de_05_2025_CSSL_ocred.txt (Lote_023 y Lote_029), no 181-Acta_16_de_mayo_2025_Intercampus_signed_ocred.txt. Cita literal verificada: ""Miguel Henares, indica que pretende que el Comité esté informado de la situación que se ha prolongado en el tiempo. Se alude a carta del trabajador a los sindicatos de enero de 2021.""","Corregir fuente: 244-Acta_16_de_05_2025_CSSL_ocred.txt, Lote_023/029. Cita literal verificada.",CORREGIR fuente — cuaderno A lote5
EVT-ORD-0579,CORREGIR,"[HECHO_PROPIO] CORREGIR. El contenido sobre ""juicios de intenciones"" no está en 194_ocred.txt sino al final de 177-Transcripción literal...-28-02-2025_ocred.txt (Lote_022). Cita literal: ""El resto de cuestiones de los restantes puntos requieren un estudio más detenido... creo que sería prudente evitar juicios de intenciones como los que parece hacer.""","Corregir fuente: 177_ocred.txt, Lote_022 (final del documento, cadena de correos). No usar 194_ocred.txt.",CORREGIR fuente — cuaderno A lote5
EVT-ORD-0580,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. Título verificado: ""200-UGT logra que el TSJPV confirme que todo lo que pasa en el centro de trabajo da pie a una baja de origen laboral, también por salud mental | UGTEuskadi_ocred.txt""",Incorporar. Fuente: 200_ocred.txt. Sentencia TSJPV que confirma origen laboral de baja por salud mental.,CONFIRMADO — cuaderno A lote5
EVT-ORD-0581,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 20201214_acta_cssi_OCR.txt no localizado. Contenido técnico del 09/12/2020 aparece en 210_ocred.txt.,Buscar el acta del 14/12/2020 en cuaderno B o verificar con 210_ocred.txt.,"PENDIENTE — archivo no localizado, cuaderno A lote6"
EVT-ORD-0582,PENDIENTE,[HECHO_PROPIO] PENDIENTE. 20201214_acta_cssi_OCR.txt no localizado. Contenido técnico del 09/12/2020 aparece en 210_ocred.txt.,Buscar el acta del 14/12/2020 en cuaderno B o verificar con 210_ocred.txt.,"PENDIENTE — archivo no localizado, cuaderno A lote6"
EVT-ORD-0586,CONFIRMAR,"[HECHO_PROPIO] CONFIRMADO. Archivo en Lote_018 (sin prefijo ""219"" en el marcador). Cita literal: ""No se aceptará ningún documento que carezca de firma digital válida o de registro de entrada/salida fehaciente que acredite su existencia en la mañana del 08/08/2025. Cualquier informe 'de oficio' sin trazabilidad digital será impugnado... SOLICITO: La entrega INMEDIATA de una copia íntegra y auténtica del informe.""",Incorporar con cita literal. Fuente: Lote_018. Fecha 10/12/2025 confirmada.,CONFIRMADO — cuaderno A lote6
EVT-ORD-0588,PENDIENTE,[HECHO_PROPIO] PENDIENTE — 243-acta cssl 25-05-2023_ocred.txt no respondido con contenido.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0589,CORREGIR,"[HECHO_PROPIO] CORREGIR. 250_ocred.txt (Lote_010) es un correo de septiembre 2020, no de junio 2022. Error de fecha o de archivo en el grafo.",Verificar si el hecho de 06/06/2022 está en otro archivo. 250_ocred.txt no corresponde a esa fecha.,CORREGIR fecha/archivo — cuaderno A lote6
EVT-ORD-0590,CORREGIR,"[HECHO_PROPIO] CORREGIR. 251_ocred.txt (Lote_010) es de 2020, no de junio 2022. Error de fecha o de archivo en el grafo.",Verificar si el hecho de 13/06/2022 está en otro archivo.,CORREGIR fecha/archivo — cuaderno A lote6
EVT-ORD-0591,PENDIENTE,"[HECHO_PROPIO] PENDIENTE. El documento existe en Lote_038 como ""denuncia VULNERACIONES EN MATERIA DE PROTECCIÓN DE DATOS.txt"" pero la descripción del hecho llegó truncada a NotebookLM.",Repetir con descripción completa del hecho. El archivo sí existe en Lote_038.,"PENDIENTE — descripción truncada, cuaderno A lote6"
EVT-ORD-0592,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0593,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0594,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0595,PENDIENTE,[HECHO_PROPIO] PENDIENTE — no respondido en lote6.,Incluir en lote7.,PENDIENTE — no respondido lote6
EVT-ORD-0797,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado por triple corroboración (3 consultas independientes, cuadernos A y B): Sentencia TSJ Asturias 2/7/2024, Rec. 785/2024 — Monserrat, Técnico Superior de Prevención, superiora jerárquica de Leonidas desde 04/02/2013 en Rozona Servicio de Prevención SL. Citada por Loroño para ilustrar estrategias de aislamiento de víctimas","Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Fuente exacta sin resolver entre 3 candidatos (577-599, 559-576, Lote21/33) — usar Rec. 785/2024 como identificador ancla",CONFIRMADO triple consulta — archivo OCR exacto pendiente de fijar
EVT-ORD-0751,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Resuelto: confirmado como bloque 'Maribel'/Hertz de España S.L.U. (STSJ_CAT_1622_2025, Lote 33), coincide con fuente original del grafo. Hecho Probado 1º: Maribel inicia servicios 01/06/2014 como oficial administrativa 2ª CSR. La pista alternativa 'Herminia/Otilia vs Mancomunidad Encartaciones' de una consulta previa queda descartada",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa,CONFIRMADO — identidad resuelta (bloque completo Grupo B)
EVT-ORD-0749,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal: correo de Benito Morentín Campillo (20/10/14) al Vicerrector PDI cuestionando modificación unilateral del encargo docente (eliminación de prácticas clínicas),"Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa (caso Morentín, misma universidad)",CONFIRMADO NbLM lote7
EVT-ORD-0733,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Bloque 'Amelia' confirmado por cuaderno principal: Amelia vs. Delegación del Gobierno en Illes Balears, procedimiento de determinación de contingencia (coincide con nota_del_grafo de EVT-ORD-0868)",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque — cita literal del ítem individual pendiente si se requiere detalle,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0735,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Amelia' confirmado por cuaderno principal — ver EVT-ORD-0733,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0734,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Amelia' confirmado por cuaderno principal — ver EVT-ORD-0733,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0752,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Resuelto: mismo bloque 'Maribel'/Hertz — asciende a categoría de supervisora (puesto de confianza) el 07/11/2016, coincide con afirmación del grafo",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa,CONFIRMADO — identidad resuelta (bloque completo Grupo B)
EVT-ORD-0701,CONFIRMADO,"[HECHO_PROPIO] Confirmado por triple corroboración: 'comenzó a advertir a sus superiores y al rectorado de irregularidades en la contratación de profesores...' (2016, 'hace seis cursos' desde artículo de 2022). Corroborado con premio internacional en Londres 2016 y correo 25/11/2016 sobre irregularidades de acreditación de máster (237-287_compressed_ocred.pdf pág.134)",Incorporar con cita literal verificada. Fuente: 475-490_ocred.txt/pdf (Lote 16). Corregir fuente en el grafo (indicaba erróneamente 248_ocred.txt),CONFIRMADO triple consulta
EVT-ORD-0736,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Amelia' confirmado por cuaderno principal — ver EVT-ORD-0733,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0779,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal: Sentencia STSJPV 3716/2023, Rec. 398/2022 — amortización de plaza y discriminación lingüística UPV/EHU",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque — cita literal del ítem individual pendiente si se requiere detalle,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0783,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0767,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Resuelto con 3 citas literales exactas (STSJ_PV_1395_2026.txt, Lote 33): Antecedente Hecho Primero identifica a Dña. Enma, letrada asesora interina del Ayuntamiento de Barakaldo; Hecho Probado Tercero detalla complementos CD28/CE715 (RPT 2020, grupo A1); Hecho Probado Cuarto confirma reclamación salarial de 2018 por dichos complementos. ACLARACIÓN: 'Eufrasia' y la 'picadora parada' NO pertenecen a este documento — son de una sentencia distinta (TSJ Madrid 816/2025, conflicto de jardinería en Torrejón de Ardoz) mezclada en el mismo Lote 33. Compañero de Enma en este expediente: Leonardo",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa (caso Enma vs Ayuntamiento Barakaldo). Verificar si Lote 33 tiene más eventos indexados erróneamente entre estas dos sentencias mezcladas,"CONFIRMADO — 3 citas literales, identidad y confusión de origen resueltas"
EVT-ORD-0868,CONFIRMAR,"[JURISPRUDENCIA_REFERENCIA] Bloque 'Amelia' confirmado por cuaderno principal, coincide con etiqueta ya existente en el grafo (JURISPRUDENCIA_REFERENCIA)","Mantener como jurisprudencia de referencia, ya correctamente etiquetada",CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0629,CONFIRMADO,"[HECHO_PROPIO] Confirmado: listado completo de 17 anomalías corroborado entre consulta 2 (parcial) y consulta 3 (completa, coincide ítem por ítem). Informe BI-L-23/01/2018, técnico Lourdes Sirvent, 19/01/2018","Incorporar listado literal completo de 17 anomalías (ver detalle en consulta cuaderno principal). Fuente: Lote 14, coincide con fuente original del grafo (101_ocred_merged.txt)",CONFIRMADO — lista de 17 ítems consolidada
EVT-ORD-0780,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0784,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
